id,title,sourceUrl,suggestedFile,targetPath
"sesame-noodles-with-crisp-vegetables","Sesame Noodles With Crisp Vegetables","https://cooking.nytimes.com/recipes/1025220-sesame-noodles-with-crisp-vegetables","sesame-noodles-with-crisp-vegetables.jpg","/recipe-images/sesame-noodles-with-crisp-vegetables.jpg"
"fried-egg-quesadilla","Fried Egg Quesadilla","https://cooking.nytimes.com/recipes/1023129-fried-egg-quesadilla","fried-egg-quesadilla.jpg","/recipe-images/fried-egg-quesadilla.jpg"
"tomato-white-bean-soup-with-lots-of-garlic","Tomato White Bean Soup With Lots of Garlic","https://cooking.nytimes.com/recipes/1023003-tomato-white-bean-soup-with-lots-of-garlic","tomato-white-bean-soup-with-lots-of-garlic.jpg","/recipe-images/tomato-white-bean-soup-with-lots-of-garlic.jpg"
"avocado-kimchi-rice-bowl","Avocado Kimchi Rice Bowl","https://cooking.nytimes.com/recipes/1024419-avocado-kimchi-rice-bowl","avocado-kimchi-rice-bowl.jpg","/recipe-images/avocado-kimchi-rice-bowl.jpg"
"chickpea-tuna-salad","Chickpea Tuna Salad","https://cooking.nytimes.com/recipes/1025492-chickpea-tuna-salad","chickpea-tuna-salad.jpg","/recipe-images/chickpea-tuna-salad.jpg"
"broccoli-and-egg-fried-rice","Broccoli and Egg Fried Rice","https://cooking.nytimes.com/recipes/1023654-broccoli-and-egg-fried-rice","broccoli-and-egg-fried-rice.jpg","/recipe-images/broccoli-and-egg-fried-rice.jpg"
"mushroom-and-kale-toaster-quesadillas","Mushroom and Kale Toaster Quesadillas","https://cooking.nytimes.com/recipes/1024841-mushroom-and-kale-toaster-quesadillas","mushroom-and-kale-toaster-quesadillas.jpg","/recipe-images/mushroom-and-kale-toaster-quesadillas.jpg"
"green-goddess-wrap","Green Goddess Wrap","https://cooking.nytimes.com/recipes/1027067-green-goddess-wrap","green-goddess-wrap.jpg","/recipe-images/green-goddess-wrap.jpg"
"crisp-gnocchi-with-brussels-sprouts-and-brown-butter","Crisp Gnocchi With Brussels Sprouts and Brown Butter","https://cooking.nytimes.com/recipes/1023589-crisp-gnocchi-with-brussels-sprouts-and-brown-butter","crisp-gnocchi-with-brussels-sprouts-and-brown-butter.jpg","/recipe-images/crisp-gnocchi-with-brussels-sprouts-and-brown-butter.jpg"
"creamy-gochujang-white-beans","Creamy Gochujang White Beans","https://cooking.nytimes.com/recipes/1025129-creamy-gochujang-white-beans","creamy-gochujang-white-beans.jpg","/recipe-images/creamy-gochujang-white-beans.jpg"
"loaded-sweet-potatoes-with-black-beans-and-cheddar","Loaded Sweet Potatoes With Black Beans and Cheddar","https://cooking.nytimes.com/recipes/1024855-loaded-sweet-potatoes-with-black-beans-and-cheddar","loaded-sweet-potatoes-with-black-beans-and-cheddar.jpg","/recipe-images/loaded-sweet-potatoes-with-black-beans-and-cheddar.jpg"
"coconut-braised-chickpeas-with-sweet-potatoes-and-greens","Coconut-Braised Chickpeas With Sweet Potatoes and Greens","https://cooking.nytimes.com/recipes/1025034-coconut-braised-chickpeas-with-sweet-potatoes-and-greens","coconut-braised-chickpeas-with-sweet-potatoes-and-greens.jpg","/recipe-images/coconut-braised-chickpeas-with-sweet-potatoes-and-greens.jpg"
"crunchy-rice-salad-with-tomatoes-and-cucumbers","Crunchy Rice Salad With Tomatoes and Cucumbers","https://cooking.nytimes.com/recipes/1025494-crunchy-rice-salad-with-tomatoes-and-cucumbers","crunchy-rice-salad-with-tomatoes-and-cucumbers.jpg","/recipe-images/crunchy-rice-salad-with-tomatoes-and-cucumbers.jpg"
"cheesy-beans-on-toast","Cheesy Beans on Toast","https://cooking.nytimes.com/recipes/1027139-cheesy-beans-on-toast","cheesy-beans-on-toast.jpg","/recipe-images/cheesy-beans-on-toast.jpg"
"pickle-bean-salad","Pickle Bean Salad","https://cooking.nytimes.com/recipes/1027100-pickle-bean-salad","pickle-bean-salad.jpg","/recipe-images/pickle-bean-salad.jpg"
"roasted-cauliflower-and-paneer-wraps","Roasted Cauliflower and Paneer Wraps","https://cooking.nytimes.com/recipes/1025061-roasted-cauliflower-and-paneer-wraps","roasted-cauliflower-and-paneer-wraps.jpg","/recipe-images/roasted-cauliflower-and-paneer-wraps.jpg"
"kale-caesar-pasta-salad","Kale Caesar Pasta Salad","https://cooking.nytimes.com/recipes/1025539-kale-caesar-pasta-salad","kale-caesar-pasta-salad.jpg","/recipe-images/kale-caesar-pasta-salad.jpg"
"broccoli-cheddar-frittata","Broccoli Cheddar Frittata","https://cooking.nytimes.com/recipes/1025072-broccoli-cheddar-frittata","broccoli-cheddar-frittata.jpg","/recipe-images/broccoli-cheddar-frittata.jpg"
"tofu-salad-sandwich","Tofu Salad Sandwich","https://cooking.nytimes.com/recipes/1027215-tofu-salad-sandwich","tofu-salad-sandwich.jpg","/recipe-images/tofu-salad-sandwich.jpg"
"crispy-mushroom-wraps","Crispy Mushroom Wraps","https://cooking.nytimes.com/recipes/1026148-crispy-mushroom-wraps","crispy-mushroom-wraps.jpg","/recipe-images/crispy-mushroom-wraps.jpg"
"eggplant-salad-toast","Eggplant Salad Toast","https://cooking.nytimes.com/recipes/1027236-eggplant-salad-toast","eggplant-salad-toast.jpg","/recipe-images/eggplant-salad-toast.jpg"
"tinned-fish-and-cucumber-salad","Tinned Fish and Cucumber Salad","https://cooking.nytimes.com/recipes/1027242-tinned-fish-and-cucumber-salad","tinned-fish-and-cucumber-salad.jpg","/recipe-images/tinned-fish-and-cucumber-salad.jpg"
"cheesy-corn-and-white-bean-bake","Cheesy Corn and White Bean Bake","https://cooking.nytimes.com/recipes/1027228-cheesy-corn-and-white-bean-bake","cheesy-corn-and-white-bean-bake.jpg","/recipe-images/cheesy-corn-and-white-bean-bake.jpg"
"smashed-broccoli-melt","Smashed Broccoli Melt","https://cooking.nytimes.com/recipes/1027208-smashed-broccoli-melt","smashed-broccoli-melt.jpg","/recipe-images/smashed-broccoli-melt.jpg"
"cold-tofu-with-tomatoes-and-peaches","Cold Tofu With Tomatoes and Peaches","https://cooking.nytimes.com/recipes/1024471-cold-tofu-with-tomatoes-and-peaches","cold-tofu-with-tomatoes-and-peaches.jpg","/recipe-images/cold-tofu-with-tomatoes-and-peaches.jpg"
"spicy-salmon-rice-bowl","Spicy Salmon Rice Bowl","https://cooking.nytimes.com/recipes/1026988-spicy-salmon-rice-bowl","spicy-salmon-rice-bowl.jpg","/recipe-images/spicy-salmon-rice-bowl.jpg"
"roasted-sweet-potato-and-farro-salad","Roasted Sweet Potato and Farro Salad","https://cooking.nytimes.com/recipes/1025208-roasted-sweet-potato-and-farro-salad","roasted-sweet-potato-and-farro-salad.jpg","/recipe-images/roasted-sweet-potato-and-farro-salad.jpg"
"tomato-turmeric-soup","Tomato Turmeric Soup","https://cooking.nytimes.com/recipes/1022868-tomato-turmeric-soup","tomato-turmeric-soup.jpg","/recipe-images/tomato-turmeric-soup.jpg"
"greek-scrambled-eggs","Greek Scrambled Eggs","https://cooking.nytimes.com/recipes/1015963-greek-scrambled-eggs","greek-scrambled-eggs.jpg","/recipe-images/greek-scrambled-eggs.jpg"
"lemony-chickpea-and-tuna-spread","Lemony Chickpea-and-Tuna Spread","https://cooking.nytimes.com/recipes/6063-lemony-chickpea-and-tuna-spread","lemony-chickpea-and-tuna-spread.jpg","/recipe-images/lemony-chickpea-and-tuna-spread.jpg"
"shakshuka-with-feta","Shakshuka With Feta","https://cooking.nytimes.com/recipes/1014721-shakshuka-with-feta","shakshuka-with-feta.jpg","/recipe-images/shakshuka-with-feta.jpg"
"tuna-and-bean-salad","Tuna and Bean Salad","https://cooking.nytimes.com/recipes/1016427-tuna-and-bean-salad","tuna-and-bean-salad.jpg","/recipe-images/tuna-and-bean-salad.jpg"
"olive-oil-and-chile-fried-eggs","Olive Oil and Chile-Fried Eggs","https://cooking.nytimes.com/recipes/1027281-olive-oil-and-chile-fried-eggs","olive-oil-and-chile-fried-eggs.jpg","/recipe-images/olive-oil-and-chile-fried-eggs.jpg"
"lemony-hummus-pasta","Lemony Hummus Pasta","https://cooking.nytimes.com/recipes/1026281-lemony-hummus-pasta","lemony-hummus-pasta.jpg","/recipe-images/lemony-hummus-pasta.jpg"
"tuna-chickpeas-and-broccoli-salad","Tuna, Chickpeas and Broccoli Salad","https://cooking.nytimes.com/recipes/12272-tuna-chickpeas-and-broccoli-salad","tuna-chickpeas-and-broccoli-salad.jpg","/recipe-images/tuna-chickpeas-and-broccoli-salad.jpg"
"citrus-rice-salad-with-parmesan","Citrus Rice Salad With Parmesan","https://cooking.nytimes.com/recipes/1017656-citrus-rice-salad-with-parmesan","citrus-rice-salad-with-parmesan.jpg","/recipe-images/citrus-rice-salad-with-parmesan.jpg"
"turkish-eggs-with-olives-feta-and-tomatoes-menemen","Turkish Eggs With Olives, Feta and Tomatoes (Menemen)","https://cooking.nytimes.com/recipes/1019940-turkish-eggs-with-olives-feta-and-tomatoes-menemen","turkish-eggs-with-olives-feta-and-tomatoes-menemen.jpg","/recipe-images/turkish-eggs-with-olives-feta-and-tomatoes-menemen.jpg"
"white-bean-tuna-and-kale-salad","White Bean, Tuna and Kale Salad","https://cooking.nytimes.com/recipes/767637776-white-bean-tuna-and-kale-salad","white-bean-tuna-and-kale-salad.jpg","/recipe-images/white-bean-tuna-and-kale-salad.jpg"
"curried-egg-salad","Curried Egg Salad","https://cooking.nytimes.com/recipes/1014530-curried-egg-salad","curried-egg-salad.jpg","/recipe-images/curried-egg-salad.jpg"
"chickpea-salad-with-fresh-herbs-and-scallions","Chickpea Salad With Fresh Herbs and Scallions","https://cooking.nytimes.com/recipes/1020335-chickpea-salad-with-fresh-herbs-and-scallions","chickpea-salad-with-fresh-herbs-and-scallions.jpg","/recipe-images/chickpea-salad-with-fresh-herbs-and-scallions.jpg"
"egg-salad-and-greens-wrap","Egg Salad and Greens Wrap","https://cooking.nytimes.com/recipes/12273-egg-salad-and-greens-wrap","egg-salad-and-greens-wrap.jpg","/recipe-images/egg-salad-and-greens-wrap.jpg"
"easy-chickpea-salad","Easy Chickpea Salad","https://cooking.nytimes.com/recipes/1026898-easy-chickpea-salad","easy-chickpea-salad.jpg","/recipe-images/easy-chickpea-salad.jpg"
"chickpea-chicken-salad-with-green-harissa-dressing","Chickpea-Chicken Salad With Green Harissa Dressing","https://cooking.nytimes.com/recipes/1024989-chickpea-chicken-salad-with-green-harissa-dressing","chickpea-chicken-salad-with-green-harissa-dressing.jpg","/recipe-images/chickpea-chicken-salad-with-green-harissa-dressing.jpg"
"tzatziki-chickpea-salad","Tzatziki Chickpea Salad","https://cooking.nytimes.com/recipes/1025698-tzatziki-chickpea-salad","tzatziki-chickpea-salad.jpg","/recipe-images/tzatziki-chickpea-salad.jpg"
"mediterranean-chickpea-salad","Mediterranean Chickpea Salad","https://cooking.nytimes.com/recipes/1016430-mediterranean-chickpea-salad","mediterranean-chickpea-salad.jpg","/recipe-images/mediterranean-chickpea-salad.jpg"
"spiced-chickpea-and-lentil-salad","Spiced Chickpea and Lentil Salad","https://cooking.nytimes.com/recipes/1027341-spiced-chickpea-and-lentil-salad","spiced-chickpea-and-lentil-salad.jpg","/recipe-images/spiced-chickpea-and-lentil-salad.jpg"
"curried-chickpea-salad","Curried Chickpea Salad","https://cooking.nytimes.com/recipes/1015479-curried-chickpea-salad","curried-chickpea-salad.jpg","/recipe-images/curried-chickpea-salad.jpg"
"turkey-and-apple-sandwiches-with-maple-mayonnaise","Turkey and Apple Sandwiches With Maple Mayonnaise","https://cooking.nytimes.com/recipes/12141-turkey-and-apple-sandwiches-with-maple-mayonnaise","turkey-and-apple-sandwiches-with-maple-mayonnaise.jpg","/recipe-images/turkey-and-apple-sandwiches-with-maple-mayonnaise.jpg"
"chickpea-spinach-salad-with-curry-yogurt-dressing","Chickpea Spinach Salad With Curry Yogurt Dressing","https://cooking.nytimes.com/recipes/1027097-chickpea-spinach-salad-with-curry-yogurt-dressing","chickpea-spinach-salad-with-curry-yogurt-dressing.jpg","/recipe-images/chickpea-spinach-salad-with-curry-yogurt-dressing.jpg"
"puttanesca-chickpea-tomato-salad","Puttanesca Chickpea-Tomato Salad","https://cooking.nytimes.com/recipes/1023396-puttanesca-chickpea-tomato-salad","puttanesca-chickpea-tomato-salad.jpg","/recipe-images/puttanesca-chickpea-tomato-salad.jpg"
"marinated-chickpeas","Marinated Chickpeas","https://cooking.nytimes.com/recipes/1021464-marinated-chickpeas","marinated-chickpeas.jpg","/recipe-images/marinated-chickpeas.jpg"
"spiced-chickpea-salad-with-tahini-and-pita-chips","Spiced Chickpea Salad With Tahini and Pita Chips","https://cooking.nytimes.com/recipes/1020187-spiced-chickpea-salad-with-tahini-and-pita-chips","spiced-chickpea-salad-with-tahini-and-pita-chips.jpg","/recipe-images/spiced-chickpea-salad-with-tahini-and-pita-chips.jpg"
"mediterranean-smashed-chickpeas","Mediterranean Smashed Chickpeas","https://cooking.nytimes.com/recipes/1016072-mediterranean-smashed-chickpeas","mediterranean-smashed-chickpeas.jpg","/recipe-images/mediterranean-smashed-chickpeas.jpg"
